"date","city","state","shape","duration","summary","posted"
"6/29/12 00:30","Hastings (UK/England)",NA,"Light","45 seconds","Orange Orb spotted by two 50+ year old men on the south coast ( Hastings ) United Kingdom","7/4/12"
"6/26/12 19:15","Henty (NSW)(Australia)",NA,"Triangle","00:30","Henty NSW Triangle 30 minute multi coloured flashing lights.","12/23/13"
"6/25/12 01:35","Umeå (Sweden)",NA,"Disk","unknown","UFO sighting Sweden Umeå","7/4/12"
"6/24/12 19:26","Buenos Aires (Argentina)",NA,"Light","29 seconds","June 24, 2012, UFO activity is recorded in Argentina","7/4/12"
"6/23/12 23:00","Rochester",NA,"Circle","5 minutes","2 sets of 3 orange orbs traveling nw","7/4/12"
"6/23/12 18:00","Lehigh Acres",NA,"","","((HOAX??)) Lehigh Acres, FL. about 6 o clock in the afternoon, I was driving my car and making a right turn, and suddenly for a matter","7/4/12"
"6/21/12 23:22","Tamborine Mountain (Australia)",NA,"Light","3 seconds","Large Green Light Flying downward on a angle","7/4/12"
"6/20/12 21:30","Abu Dhabi (United Arab Emirates)",NA,"Fireball","Few Minutes","Fireball sighted in Abu Dhabi","7/4/12"
"6/20/12 13:53","Pevek (Russia)",NA,"Other","","I saw it and it blew seven people's minds!","6/20/12"
"6/20/12 09:15","Redmond",NA,"Oval","1 minute","Sighted 4 unknown craft flying at slow speed","6/20/12"
"6/20/12 04:41","Condado, San Juan (Puerto Rico)",NA,"Fireball","3 minutes","Two round object like fireballs cross over condado, puerto rico","6/20/12"
"6/20/12 03:55","Ferry Reach (Bermuda)",NA,"Disk","?","Photo of an aircraft approaching landing with two unidentified objects. ((NUFORC Note: We believe that the objects are seagulls. PD)","7/4/12"
"6/18/12 22:20","Mellieha",NA,"Fireball","5 minutes","Brilliant Amber & Glod Fireballs Seen Over Mellieha, Malta (Mediterranean) 18th,19th & 20th June 2012.","8/5/12"
"6/17/12 03:45","Vancouver (Canada)",NA,"Light","12 minutes","Flashing UFO over Vancouver, B.C..","6/20/12"
"6/16/12 23:30","Zwolle (Netherlands)",NA,"Light","3-5 minutes","4 bright orange lights in the sky over Zwolle, NL, Europe on late Saturday night, Jne 16th. Witnessed them with my gf.
        
        First","7/4/12"
"6/16/12","Cochin (India)",NA,"Disk","30 minutes","UFO's in cochin city , India","7/4/12"
"6/14/12 19:00","Dwarka (India)",NA,"Light","3-4 minutes","It kept flashing white.","6/27/14"
"6/13/12 21:50","Dehradun (India)",NA,"Flash","1 second","Bright white flash size of a moon, very fast moving south to west!","6/14/12"
"6/12/12 01:00","Kuiper Crater (Mars)",NA,"Other","1 minute","Photo found at NASA site, search Planet Mercury, Spaceship leaving bright platform, heading north.","6/20/12"
"6/11/12 21:29","Yerevan (Armenia)",NA,"","6-7 minues","At least 2 objs, possibly emitting in UV range, by camera in night sky over Yerevan. ((NUFORC Note: Lens flares, we believe. PD))","6/14/12"
"6/11/12 01:00","Sarajevo (Bosnia/Herzegovina)",NA,"Unknown","10 minutes","White light, seen by one person, moving N to S through a modified straight zig-zag trajectory. ((NUFORC Note: Possibly the ISS? PD))","6/14/12"
"6/10/12 21:00","West Bank (Israel)",NA,"Circle","~2 seconds","Circular brownish grey object floated across sky and over the horizon, 3 witnesses (2012)","10/23/13"
"6/9/12 23:23","Amsterdam (Netherlands)",NA,"Formation","5 minutes","Yellowish/Orange sphere seen by person on balcony. Amsterdam, The Netherlands","6/14/12"
"6/9/12 22:30","Birmingham (UK/England)",NA,"Circle","5-7min","Sightings of orange round circuls x 11-15","6/14/12"
"6/9/12 15:00","London (UK/England)",NA,"Circle","1 to 3 seconds","Hi There, On Saturday round 15:00 we finally got to see some blue skies after all the rain we have had for the last month. I was so ex","6/14/12"
"6/7/12 22:40","Limassol (Cyprus)",NA,"Light","3 minutes","Light spot that spread a triangle of \"dust\" into the sky..","6/14/12"
"6/7/12 22:37","Afghanistan ((military report))",NA,"Unknown","10 minutes","Light cone emiits smoke blast. ((NUFORC Note: Report from U. S. military source. PD))","6/8/12"
"6/7/12 20:00","Irbid (Jordan)",NA,"Unknown","1 minute","Strange object that exploded in Northern Jordan skies","6/14/12"
"6/6/12 19:40","Hyderabad (India)",NA,"Light","more than 2minuts","We have observed a bright object moving considerably fast towards North from South..
        
        Simultaneously observed from Bang lore also.","6/8/12"
"6/4/12 22:00","Hull (UK/England)",NA,"Light","5 minutes","2 orange lights seen above hull. One moving and one hidden in cloud.","6/5/12"
"6/4/12 16:00","Bucharest (Romania)",NA,"Disk","2 minutes","Hello, I wish to submit an ufo report to you. I send this to you now because i did not know about your site until now(thank you Coast t","8/5/12"
"6/4/12 00:15","Sofia (Bulgaria)",NA,"Oval","15 sec.","Bright orange object with small aura, flying from SSE to NNW.","6/8/12"
"5/31/12 00:30","Praia (Santiago) (Cape Verde Islands)",NA,"Oval","1 hour","I am writing this letter in order to submit the sighting form with regard to my observations. I was away on vacation in the Cape Verde","6/5/12"
"5/28/12 22:40","Nallapadu (near Guntur City) (India)",NA,"Triangle","6- 8 seconds","Black triangle UFO heading North west on nallapadu, near Guntur, Andhra Pradesh, India. 1 witness.","6/5/12"
"5/25/12 13:30","London (UK/England)",NA,"Triangle","2 minutes","Triangle Shaped UFO captured over Victoria Park, London UK - 25/05/2012","6/5/12"
"5/24/12 23:20","Spain",NA,"Cylinder","5-7 minutes","UFO seen 2 CONSECUTIVE TIMES, SAME HEIGHT, SAME LOCATION in Barcelona, Spain, 5/24/2012, 23:20, above Tibidabo mount.","5/29/12"
"5/24/12 21:45","London (UK/England)",NA,"Formation","30 seconds","Over 10 bright red orbs in the sky, seemed to be in a formation or group, they were completely still","5/29/12"
"5/22/12 21:45","Kengeri Bangalore. type 'emrohit' on google map",NA,"Triangle","25 Seconds","My family seen UFO on Bangalore sky. 22.05.2012 9.45pm After dinner we were on terrece at 9:30pm, my younger son Sanjay sleeping facing","6/5/12"
"5/22/12 20:30","Gwent (UK/Wales)",NA,"Other","8 minutes","Very slow moving object, when looking looking through binoculars the object was made up of two white lights.","5/29/12"
"5/22/12 16:40","Swansea (UK/England)",NA,"Disk","1min","Disk shaped craft seen moving silently from south west to the south east reflecting sunlight from the top of the craft.","5/29/12"
"5/20/12 23:45","Charleston",NA,"Formation","4 min","In the sky we saw a formation of objects ( looked like stars) BUT ALL WERE MOVING in formation in the same direction, not changing dist","5/29/12"
"5/20/12 21:15","Albir (Spain)",NA,"Circle","4-5 minutes","Slow flying bright object accelrating fast into space","5/29/12"
"5/16/12 22:50","France (49.07xx°N, 1.39xx°E)",NA,"Fireball","60 seconds","A very bright (magnitude equal to that of Venus, i.e. -4.50) orange/yellow ball moving SE-NE in clear sky. Disappeared after 30 secs","9/24/12"
"5/16/12 22:30","",NA,"","","This is my second time entering this description the first time it was wiped clean, might just be a coincidence.
        
        My girlfriend and I","5/29/12"
"5/14/12 20:16","Mediterranean Sea (in flight)",NA,"Other","10 mins","Small white trail but nothing infront.","5/29/12"
"5/13/12 20:44","Reading (Berkshire) (UK/England)",NA,"Circle","1 minute","Two circular discs on sky at night photos not visible to the naked eye. Moved in three photos.","5/29/12"
"5/13/12","East Bentleigh (Australia)",NA,"Light","2 secs","Small round light fell","5/13/12"
"5/12/12 23:00","Bourmouth (UK/England)",NA,"Light","5 minutes","Was looking in the sky seen flickering contiuous light moveing out accross towards france way, and it wasnt a plane.","12/20/12"
"5/12/12 17:00","Tokyo (Japan)",NA,"Fireball","5 minutes","Glowing orange fireball that traveled through the sky, made a left turn and moved in a different direction.","8/5/12"
"5/11/12 22:40","Brisbane (Australia)",NA,"Disk","30 seconds","BRISBANE object sighted 11 May 2012","5/13/12"
"5/11/12 09:10","Carlisle Cumbria (UK/England)",NA,"Cigar","5 minutes","I was walking over the bridge from Denton Holme twards town when i seen what at first i thought was a plane i looked more because as i","11/19/12"
"5/10/12 17:00","Caracas (Venezuela)",NA,"Other","5 min","Today, around 5:00 pm 3 onvis of the same size cruise over my city at very low speed, at different altitude but moving in straight li","5/13/12"
"5/9/12 22:00","Wollongong (Australia)",NA,"Light","3 minutes","Sighting of two unidentified flying objects in one night.","5/13/12"
"5/9/12 08:30","Brighton (UK/England)",NA,"Rectangle","30 seconds","Flashed in sunlight, Appeared to move slowly left, then shot off","9/24/12"
"5/7/12 01:00","Sheffield (UK/England)",NA,"Oval","3 minutes","UFO sighting over Sheffield on Supermoon Day 7 May 2012","5/13/12"
"5/6/12 05:00","Cape Town (South Africa)",NA,"Fireball","30seconds","Ball of fire falling from sky","5/13/12"
"5/5/12 22:00","Bethlehem",NA,"Fireball","15 seconds","A silent red light, followed by another one, spotted in Bethlehem, GA.","5/13/12"
"5/5/12 20:00","Kabwe (Zambia)",NA,"Fireball","4 min","Fireball type object seen over Zambia last night.","5/13/12"
"5/5/12 19:00","Waipukarau (New Zealand",NA,"Light","5 minutes","OK so we were going duck shoot and on the way back at about 6pm i looked up at the sky (i was on the back of the truck) i noticed a zo","8/5/12"
"5/5/12 19:00","Perth (Australia)",NA,"Other","1.minute","Amazing photo of UFO in the night sky.","5/29/12"
"5/4/12 18:15","Townsville, Queensland (Australia)",NA,"Fireball","10 minutes","Red colored flying body seen flying over Townsville, Queensland AU at 6:15pm on May 4, 2012.","5/13/12"
"5/2/12 22:00","Tianjin (China)",NA,"Light","1 hour","Craft seen emitting various light patterns over Tianjin, China, May 2nd, 2012","5/13/12"
"5/2/12 22:00","Douglas (Isle of Man)(UK/England)",NA,"Fireball","20 seconds","Bright round orange/amber glowing object travelling SW at approx 7000ft over Douglas, Isle of Man.","12/2/13"
"5/2/12 14:29","Harare (Zimbabwe)",NA,"Changing","8 minutes","Circular object changed to elongated shape and back sighted in Harare Zimbabwe","5/13/12"
"5/1/12 23:30","Prague (Czech Republic)",NA,"Unknown","2 minutes","Two orange balls in the sky flying in trail","5/13/12"
"5/1/12","Caradon (UK/England)",NA,"Light","2 HOURS","UNEXPLAINED FLASHING LIGHT","5/13/12"
"4/30/12 23:30","JESÚS MARÍA (Argentina)",NA,"Triangle","15 sec.","TRIANGLE SHAPED CRAFT FLYING OVER JESUS MARIA,CÓRDOBA,ARGENTINA","5/29/12"
"4/29/12 21:20","Helsinki (Finland)",NA,"Unknown","2 minutes","8 yellow lights moving in formation south of Helsinki over the sea from east to west","5/13/12"
"4/29/12 20:30","Malapascua Island (Philippines)",NA,"Unknown","1-2 mins","Three bright orange lights, moving quite quickly northrawds, then stopping and heading south before disappearing","5/13/12"
"4/27/12 12:00","Tenerif (Spain)",NA,"Cigar","unknown","3 shapes above a cloud formation","5/13/12"
"4/25/12 01:00","Freiburg (Germany)",NA,"Circle","40 seconds","Me and my wife saw 14 fire balls without smoke and tail","7/22/13"
"4/25/12 00:50","Dhaka (Bangladesh)",NA,"Light","3 minutes","UFO or Strange lights","5/13/12"
"4/24/12 23:00","Lincoln (UK/England)",NA,"Light","30 seconds","Bright light that then dimmed and slowly travelled horizontally across small portion of sky.","5/13/12"
"4/23/12 02:00","Birmingham (UK/England)",NA,"Other","20 MINUTES","WHITE GLOBES OF LIGHT","5/29/12"
"4/22/12 14:00","Birmingham (UK/England)",NA,"Sphere","1 minute","UFO shows up after photo is taken.","5/13/12"
"4/22/12 01:05","Rennes (France)",NA,"Sphere","3 seconds","UFO OVNI Rennes France Light 04/22/12 22 avril 2012 nuit night","5/13/12"
"4/20/12 20:30","Maffra (Australia)",NA,"Disk","5 minutes","Large bright orange light","5/15/13"
"4/19/12 20:00","Paphos (Cyprus)",NA,"Teardrop","15 minutes","'sperm' shaped craft travelling in erratic movements seen over paphos, cyprus.","5/29/12"
"4/17/12 21:52","Addis Abeba (Ethiopia)",NA,"Circle","9:52pm-9:57pm","I Have Seen This Flying Objects When get Off The House .First I See bright thing moving in space ,they are theree in number.They passed","5/29/12"
"4/16/12 22:00","UK/England (Yorkshire)",NA,"Changing","2 minutes","I have just gone out to bring some fresh milk from our garage . It is very dark with no street lights visible . I noticed what I though","4/18/12"
"4/15/12 10:50","Doncaster (UK/England)",NA,"Circle","2 minutes","I had a really good look at thi object for around 2 min, wasn't a sound coming from it and was as bright as a star.","5/13/12"
"4/14/12 19:30","Bongaigaon (Assam) (India)",NA,"Circle","around 1 minute","Circular,silently moving object, radiating golden yellow light in dark evening sky.","6/8/12"
"4/12/12 22:30","Cardiff (Vale of Glamorgan)(UK/Wales)",NA,"Triangle","5 seconds","Faint black/greying triangle.","5/13/12"
"4/11/12 06:30","Hyderabad (India)",NA,"Sphere","1.5 hour","Spherical UFO seen in India, Apr 11-2012","5/13/12"
"4/10/12 00:50","Mumbai (India)",NA,"Flash","1 second","Small bright white flash light with bluish tint rays to it.","4/18/12"
"4/9/12 22:00","Abu Dhabi (U. A. E.)",NA,"Fireball","01 min","At night my wife call me from terrace and showed orange red fireball in the sky,,it was still and within one minute it moves back and s","4/18/12"
"4/8/12 23:38","Noida (India)",NA,"Triangle","3 minutes","It was making some smoke like aeroplane does and going upward in an 60 degree angle and triangular in shape as the twinking light was i","4/18/12"
"4/7/12 21:50","Assafora (Portugal)",NA,"Unknown","30 seconds","Coordinates of observation point N39º W9.4ª time of event: about 21h50 GMT event duration: less than 1 minute was watching and admirin","4/18/12"
"4/7/12 09:50","Peterborough (UK/England)",NA,"Rectangle","2-3 minutes","White rectangular object darting in and out of Cloud base","4/18/12"
"4/6/12 03:50","Leon (Spain)",NA,"Sphere","4 seconds","White sphere crossing the sky very fast","6/20/12"
"4/5/12 04:00","Khabarovsk (Russia; eastern)",NA,"Flash","about 2 seconds","About 4:00 am. at night from Wednesday to Thursday it was happened.We had,nt sleep with my son.We were reading books and newspapers.Sud","4/18/12"
"3/31/12 21:35","Kecskemét (Hungary)",NA,"Light","~1 minute","White light with strange behaviour.","10/30/12"
"3/30/12 12:15","Tan Hill, Whiltshire (UK/England)",NA,"Other","3 min","First 2012 UFO documented in Wiltshire, UK","5/13/12"
"3/30/12 12:15","Tan Hill, Whiltshire (UK/England)",NA,"Oval","2-3 min","UFO in Wiltshire, UK","4/18/12"
"3/28/12 21:47","Urumchi (China)",NA,"Formation","50 minutes","UFO Formation and Descent near Tianshan Mountains in Urumqi, China","4/18/12"
"3/28/12 06:30","Queentown (close to) (New Zealand)",NA,"Light","30 seconds","Light cross the sky dogging moviments","5/13/12"
"3/26/12","Barcelona (Spain)",NA,"Fireball","segundos","Dos avistamientos bolas en el cielo sin estela.","4/18/12"
"3/25/12","Bendigo (Victoria) (Australia)",NA,"Light","5 to 6 min","5 bright orange lights over Bendigo victoria Australia.","4/18/12"
"3/24/12 21:30","Mottingham (UK/England)",NA,"Light","10 seconds","A flash then bright star then disappeared then reappeared in the east sky with out moving","5/13/12"
"3/24/12 19:30","Woodford Island (Australia)",NA,"Fireball","5 mins","Ufo started out as what looked like a yellow star then as it stated to move it glowed orange traveled at unbelievable speeds horizontal","5/13/12"
"3/24/12 16:00","Sydney (Australia)",NA,"","10 minutes","Two groups white orbs one hour apart, each accompanied by smaller red orb over Sydney Australia","5/13/12"
"3/23/12 05:10","Amstelveen (Netherlands)",NA,"Unknown","20-30 seconds","Big, red flashing lights. Trail of light behind it.","5/13/12"
"3/22/12 21:45","Negril (Jamaica)",NA,"Light","3 minutes","Several reddish orange lights flying in groups over Jamaica","5/13/12"
"3/20/12 22:45","Northcliff (Johannesburg) (South Africa)",NA,"Disk","20min","Multiple U.F.O Sighting Northcliff, Johannesburg, South Africa 10:45pm 21/03/2012","5/13/12"
